gene,entrez,rho,p,chr,start,end,cytoband,on_19p13_3,dist_to_LONP1_Mb,rank
DNAJC28,54943,-0.008672554461710558,0.8822854458147662,21,33485615.0,33491753.0,21q22.11,False,,7875
IKBKG,8517,-0.008699470995663816,0.8819227625447776,X,154541179.0,154568543.0,Xq28,False,,7876
BZW2,28969,-0.00869958905063739,0.8819211718829401,7,16644653.0,16706771.0,7p21.1,False,,7877
ANAPC13,25847,-0.008699825160584318,0.8819179905606173,3,134476251.0,134486716.0,3q22.2,False,,7878
ZNF621,285268,-0.0087296930688745,0.8815155685799719,3,40524877.0,40576698.0,3p22.1,False,,7879
CFAP126,257177,-0.008740554126434485,0.8813692408537022,1,161364733.0,161367885.0,1q23.3,False,,7880
TSPYL1,7259,-0.00877738727816002,0.8808730290260864,6,116267760.0,116279930.0,6q22.1,False,,7881
YWHAG,7532,-0.008796748293810497,0.8806122183747844,7,76326799.0,76359022.0,7q11.23,False,,7882
ZNF473CR,400710,-0.008825553707339395,0.8802242068653273,19,50050589.0,50066795.0,19q13.33,False,44.358744,7883
ATOH8,84913,-0.008878914555351836,0.8795055070959621,2,85751344.0,85794266.0,2p11.2,False,,7884
SQOR,58472,-0.008912088002899443,0.8790587545466544,15,45631148.0,45691299.0,15q21.1,False,,7885
JPH1,56704,-0.008927907369345567,0.8788457258855681,8,74234700.0,74321607.0,8q21.11,False,,7886
CACNG1,786,-0.008953289188643687,0.8785039444061438,17,67044531.0,67058016.0,17q24.2,False,,7887
KCNK3,3777,-0.00899732369375128,0.8779110467557469,2,26692713.0,26733420.0,2p23.3,False,,7888
CAMK4,814,-0.009082205219682615,0.8767683614832749,5,111223653.0,111494886.0,5q22.1,False,,7889
LGR5,8549,-0.009164489536197529,0.875660883983434,12,71439795.0,71586310.0,12q21.1,False,,7890
IRF8,3394,-0.009184913046609289,0.875386038192645,16,85899116.0,85922606.0,16q24.1,False,,7891
LINC00173,100287569,-0.009208287931358194,0.8750714931537764,12,116533399.0,116536522.0,12q24.22,False,,7892
SFRP5,6425,-0.00920946848109283,0.8750556075611733,10,97766751.0,97772287.0,10q24.2,False,,7893
WDR75,84128,-0.009220329538653038,0.874909462460366,2,189441429.0,189485916.0,2q32.2,False,,7894
IDI1,3422,-0.009236857234939944,0.8746870758872379,10,1037732.0,1049364.0,10p15.3,False,,7895
PALM3,342979,-0.009286322268827751,0.8740215635434003,19,14053363.0,14062149.0,19p13.12,False,8.361518,7896
JAM3,83700,-0.009399300878446981,0.8725018602246137,11,134068998.0,134152071.0,11q25,False,,7897
OLIG1,116448,-0.009439203459483014,0.8719652322496126,21,33070141.0,33072413.0,21q22.11,False,,7898
CIAO2A,84191,-0.009473439401791905,0.8715048585100371,15,64072113.0,64094262.0,15q22.31,False,,7899
RHOQ,23433,-0.009476744941049331,0.871460410921549,2,46541806.0,46602046.0,2p21,False,,7900
DLGAP4,22839,-0.00948146713998832,0.8713969150672196,20,36306302.0,36528637.0,20q11.23,False,,7901
CNIH2,254263,-0.00952916134927384,0.8707556532247147,11,66278170.0,66285301.0,11q13.2,False,,7902
SLC9C1,285335,-0.009529515514194342,0.8707508916950113,3,112140898.0,112294227.0,3q13.2,False,,7903
ACAD8,27034,-0.009530578008955626,0.8707366071337552,11,134253510.0,134267494.0,11q25,False,,7904
CD99,4267,-0.009548050145030462,0.8705017114809229,Y,2690988.0,2741312.0,Yp11.2,False,,7905
NTSR1,4923,-0.009555251498412742,0.8704048996869895,20,62708427.0,62762771.0,20q13.33,False,,7906
MUC1,4582,-0.009590549935482917,0.8699303911604539,1,155185824.0,155192916.0,1q22,False,,7907
SCTR,6344,-0.009601056828122623,0.8697891584817149,2,119439839.0,119525301.0,2q14.2,False,,7908
PEDS1-UBE2V1,387522,-0.009623605328057172,0.8694860775863306,20,50081124.0,50153637.0,20q13.13,False,,7909
LINC00654,149837,-0.009633640000802801,0.8693512047842278,20,5481788.0,5526741.0,20p12.3,False,,7910
CD1D,912,-0.009667993998085045,0.8688894924356301,1,158178012.0,158186427.0,1q23.1,False,,7911
DAPK1,1612,-0.009689716113205238,0.8685975735481442,9,87497203.0,87709073.0,9q21.33,False,,7912
ALX3,257,-0.009709431293776216,0.8683326408525092,1,110059870.0,110070677.0,1p13.3,False,,7913
BMP8A,353500,-0.009744965840793318,0.8678551645962594,1,39491069.0,39529869.0,1p34.3,False,,7914
ST6GALNAC3,256435,-0.009789354510821413,0.8672587832323919,1,76074702.0,76634603.0,1p31.1,False,,7915
SLC35E2B,728661,-0.00978982673071549,0.8672524391532288,1,1659529.0,1693059.0,1p36.33,False,,7916
FLT3LG,2323,-0.009808243306578035,0.8670050267045782,19,49474150.0,49486233.0,19q13.33,False,43.782305,7917
TNNI1,7135,-0.009844604238409715,0.8665165837960704,1,201403784.0,201429866.0,1q32.1,False,,7918
SNORD116-4,100033416,-0.009847909777667141,0.8664721824069748,15,25059538.0,25059633.0,15q11.2,False,,7919
TYW2,55039,-0.009854048636287915,0.8663897237966095,8,124450820.0,124462150.0,8q24.13,False,,7920
HOXB5,3215,-0.009927714939738763,0.865400333563949,17,48591257.0,48594179.0,17q21.32,False,,7921
DNAAF11,23639,-0.009986388261557844,0.8646124596608686,8,132570133.0,132675622.0,8q24.22,False,,7922
TOX2,84969,-0.010037742175021291,0.8639229816805026,20,43914802.0,44069616.0,20q13.12,False,,7923
PTMAP11,441454,-0.010058637905326906,0.8636424649411045,9,96910076.0,96910405.0,9q22.33,False,,7924
GRAMD2A,196996,-0.010151547169454878,0.8623954031189814,15,72159806.0,72197830.0,15q23,False,,7925
DRAM1,55332,-0.010186491441604772,0.8619264565361732,12,101877290.0,102012136.0,12q23.2,False,,7926
CCDC117,150275,-0.010211046876088314,0.861596955457184,22,28772674.0,28789301.0,22q12.1,False,,7927
SLC46A1,113235,-0.010219546834178805,0.8614829029711019,17,28394642.0,28407197.0,17q11.2,False,,7928
POGLUT2,79070,-0.010253074446646915,0.8610330573182052,13,102784281.0,102800318.0,13q33.1,False,,7929
SRSF6,6431,-0.010345629545854385,0.8597914631040237,20,43457875.0,43504984.0,20q13.11,False,,7930
RFLNA,144347,-0.01036026836256565,0.859595120008784,12,123973241.0,124316024.0,12q24.31,False,,7931
KIF4B,285643,-0.01036558083637229,0.8595238686012785,5,155013755.0,155018141.0,5q33.2,False,,7932
IRF1,3659,-0.010445740163364414,0.8584489024796669,5,132440440.0,132508719.0,5q31.1,False,,7933
ANGPTL8,55908,-0.010452115131932338,0.8583634229807585,19,11237502.0,11245478.0,19p13.2,False,5.545657,7934
KIAA1328,57536,-0.010464628959121036,0.8581956346950319,18,36828952.0,37232172.0,18q12.2,False,,7935
OXT,5020,-0.010475608071654596,0.858048429466008,20,3071476.0,3072517.0,20p13,False,,7936
UBA6-DT,550112,-0.010485406634453298,0.85791705690264,4,67700955.0,68080952.0,4q13.2,False,,7937
MSRB1,51734,-0.010489656613498655,0.8578600772487555,16,1935685.0,1943270.0,16p13.3,False,,7938
BLVRB,645,-0.010562378477161571,0.8568852064582176,19,40446758.0,40465826.0,19q13.2,False,34.754913,7939
DGKB,1607,-0.010596378309523535,0.8564294971212048,7,14145049.0,14974863.0,7p21.2,False,,7940
DOK4,55715,-0.010628961482203714,0.8559928203520767,16,57471917.0,57487382.0,16q21,False,,7941
LRRC4C,57689,-0.010653989136581332,0.8556574317409935,11,40113412.0,41459773.0,11p12,False,,7942
PDGFB,5155,-0.010662489094671823,0.8555435320720676,22,39221746.0,39244982.0,22q13.1,False,,7943
BDNF,627,-0.01067712791138331,0.855347378550664,11,27654893.0,27722058.0,11p14.1,False,,7944
CAMK1D,57118,-0.01067712791138331,0.855347378550664,10,12349513.0,12835545.0,10p13,False,,7945
SLC9D1,55002,-0.010752683094409798,0.8543351149208696,13,113490719.0,113554590.0,13q34,False,,7946
CARD16,114769,-0.010789516246135111,0.8538417227725149,11,105039092.0,105101431.0,11q22.3,False,,7947
CPT1C,126129,-0.010850904832344188,0.8530195289880838,19,49690898.0,49713733.0,19q13.33,False,43.999053,7948
PTH1R,5745,-0.010895293502372283,0.8524251185314071,3,46877706.0,46903799.0,3p21.31,False,,7949
PKD2L2,27039,-0.010967897311061847,0.8514530578782822,5,137887968.0,137942747.0,5q31.2,False,,7950
UCN2,90226,-0.010985959722004113,0.8512112629687733,3,48561718.0,48563781.0,3p21.31,False,,7951
FAM120A,23196,-0.010986904161792044,0.8511986204804178,9,93451648.0,93566399.0,9q22.31,False,,7952
NOTCH4,4855,-0.011016654015108651,0.8508004015864596,6,32194843.0,32224111.0,6p21.32,False,,7953
PPP2CA,5515,-0.011087014779302073,0.8498587331012524,5,134193967.0,134226219.0,5q31.1,False,,7954
ADGRV1,84059,-0.011118181292300466,0.8494416862052896,5,90529344.0,91171299.0,5q14.3,False,,7955
AGFG2,3268,-0.011121959051451968,0.8493911379121105,7,100539169.0,100569429.0,7q22.1,False,,7956
TBR1,10716,-0.011124792370815317,0.8493532270965244,2,161416206.0,161425870.0,2q24.2,False,,7957
GFI1,2672,-0.011124910425788892,0.8493516474867842,1,92472360.0,92486925.0,1p22.1,False,,7958
MEST,4232,-0.0111323478891181,0.8492521332827425,7,130486171.0,130522765.0,7q32.2,False,,7959
ARV1,64801,-0.011166819941373918,0.8487909240761615,1,230978981.0,231000735.0,1q42.2,False,,7960
DNHD1,144132,-0.011181458758085183,0.8485950836782683,11,6497260.0,6593758.0,11p15.4,False,,7961
TRIML2,205860,-0.011225257153246071,0.8480091974099304,4,188091247.0,188109637.0,4q35.2,False,,7962
CX3CL1,6376,-0.011231986286734275,0.8479191899340066,16,57372457.0,57385044.0,16q21,False,,7963
TAPBPL,55080,-0.011238125145355271,0.8478370795718725,12,6451690.0,6466517.0,12p13.31,False,,7964
CGRRF1,10668,-0.011248986202915257,0.8476918114177517,14,54509812.0,54542762.0,14q22.2,False,,7965
LRRC37BP1,147172,-0.011309902569230479,0.8468771420901628,17,30629680.0,30637302.0,17q11.2,False,,7966
SPRYD7,57213,-0.011345673226194508,0.8463988364831266,13,49912702.0,49936513.0,13q14.2,False,,7967
C1QTNF2,114898,-0.011366568956500345,0.8461194562753873,5,160347363.0,160370666.0,5q33.3,False,,7968
FLT1,2321,-0.011373180035015196,0.8460310688032353,13,28299540.0,28495288.0,13q12.2,False,,7969
RTF1,23168,-0.01141603399038793,0.8454581753721135,15,41408408.0,41483563.0,15q15.1,False,,7970
SLAMF7,57823,-0.011476478136809076,0.8446502655833258,1,160739057.0,160754821.0,1q23.3,False,,7971
HMX2,3167,-0.011498790526796698,0.8443520742872117,10,123142401.0,123150672.0,10q26.13,False,,7972
DYNC2LI1,51626,-0.011509651584356684,0.8442069309951017,2,43774011.0,43828352.0,2p21,False,,7973
SLC26A10P,65012,-0.011512839068640757,0.8441643355927728,12,57619527.0,57626036.0,12q13.3,False,,7974
TSPAN9,10867,-0.01151390156340204,0.8441501372260114,12,3071181.0,3286564.0,12p13.33,False,,7975
ARSD,414,-0.011537984777991728,0.8438283211020055,X,2903972.0,2929405.0,Xp22.33,False,,7976
SEMA3G,56920,-0.011544123636612724,0.8437462936869896,3,52433035.0,52445103.0,3p21.1,False,,7977
PSMC2,5701,-0.011547901395764004,0.8436958161156181,7,103328570.0,103370346.0,7q22.1,False,,7978
FOXI1,2299,-0.011583435942781106,0.8432210427468154,5,170105893.0,170109734.0,5q35.1,False,,7979
FKBP6P2,541473,-0.011600317803988514,0.8429955058124132,7,75393365.0,75395281.0,7q11.23,False,,7980
DOCK6,57572,-0.011621095479320998,0.842717939480592,19,11199295.0,11262533.0,19p13.2,False,5.50745,7981
ZBTB8B,728116,-0.01165261615723967,0.8422968958613376,1,32465047.0,32496686.0,1p35.1,False,,7982
ANO9,338440,-0.01165509531168274,0.8422637819720098,11,417921.0,442072.0,11p15.5,False,,7983
ARHGEF9,23229,-0.011680949350874714,0.8419184679611083,X,63634967.0,63809274.0,Xq11.1,False,,7984
FAM221B,392307,-0.011717428337679747,0.8414312955413402,9,35816391.0,35828747.0,9p13.3,False,,7985
VIT,5212,-0.011742455992057366,0.8410970891899887,2,36696679.0,36814798.0,2p22.2,False,,7986
TNIP3,79931,-0.011768900306116548,0.8407439964495389,4,121129422.0,121227615.0,4q27,False,,7987
USP16,10600,-0.011797233499751592,0.840365718167922,21,29024629.0,29055846.0,21q21.3,False,,7988
HNRNPCL2,440563,-0.01182013616460642,0.840059970021403,1,13115488.0,13116854.0,1p36.21,False,,7989
SYNE3,161176,-0.011822851428996417,0.8400237231207184,14,95407266.0,95516854.0,14q32.13,False,,7990
KCNQ1,3784,-0.01184303882946125,0.8397542458805929,11,2444654.0,2849105.0,11p15.5,False,,7991
MESP2,145873,-0.011860865130456588,0.8395163019806972,15,89760591.0,89778754.0,15q26.1,False,,7992
SH3TC1,54436,-0.011862399845111948,0.8394958174261978,4,8181940.0,8241803.0,4p16.1,False,,7993
GRTP1,79774,-0.011911038494185178,0.8388466707265593,13,113320007.0,113364165.0,13q34,False,,7994
SYNCRIP,10492,-0.011938899467926145,0.8384748785171887,6,85607390.0,85644063.0,6q14.3,False,,7995
KCNA2,3737,-0.011962038242728124,0.8381661291968399,1,110519837.0,110631474.0,1p13.3,False,,7996
SLC13A3,64849,-0.011967704881455044,0.8380905208949181,20,46557823.0,46684467.0,20q13.12,False,,7997
SPRED1,161742,-0.01197006598092476,0.8380590178745476,15,38252076.0,38358502.0,15q14,False,,7998
LY9,4063,-0.0119719548605004,0.8380338156442849,1,160796071.0,160828601.0,1q23.3,False,,7999
IGF2BP2-AS1,646600,-0.011981635368325527,0.8379046568089173,3,185712528.0,185729787.0,3q27.2,False,,8000
CDYL2,124359,-0.011981871478272677,0.8379015066476574,16,80597907.0,80804611.0,16q23.2,False,,8001
MT1DP,326343,-0.011995920020116513,0.8377140767085671,16,56643725.0,56644765.0,16q13,False,,8002
HEY2,23493,-0.012007371352543927,0.8375613044593473,6,125747664.0,125763049.0,6q22.31,False,,8003
POPDC1,11149,-0.012007843572438004,0.8375550047034878,6,105096822.0,105137237.0,6q21,False,,8004
RTN4R,65078,-0.012037121205860757,0.8371644400939333,22,20241415.0,20283246.0,22q11.21,False,,8005
ZNF22-AS1,220979,-0.012073482137692215,0.8366794396323162,10,44997697.0,45236093.0,10q11.21,False,,8006
APOBEC3F,200316,-0.012074426577480146,0.8366668430398111,22,39040604.0,39055972.0,22q13.1,False,,8007
HSD17B7,51478,-0.012088475119323983,0.8364794736463077,1,162790522.0,162814371.0,1q23.3,False,,8008
CATSPERG,57828,-0.012109725014550321,0.8361960752978571,19,38335775.0,38370943.0,19q13.2,False,32.64393,8009
SMAD5-AS1,9597,-0.012112086114019815,0.8361645878975077,5,136129504.0,136134890.0,5q31.1,False,,8010
DRD2,1813,-0.012164148357324045,0.8354703571767459,11,113409021.0,113476402.0,11q23.2,False,,8011
NOL6,65083,-0.012183981592868598,0.8352059218414339,9,33461353.0,33473930.0,9p13.3,False,,8012
REM1,28954,-0.012190828781330376,0.8351146329921437,20,31474979.0,31484917.0,20q11.21,False,,8013
GZMA,3001,-0.012195787090216514,0.8350485286533441,5,55102641.0,55110252.0,5q11.2,False,,8014
C1ORF52,148423,-0.012198148189686009,0.835017050804219,1,85249953.0,85259686.0,1p22.3,False,,8015
NSG2,51617,-0.012201217618996507,0.8349761299934694,5,174045706.0,174243501.0,5q35.2,False,,8016
RND2,8153,-0.012221759184381842,0.8347022867834383,17,43025210.0,43047509.0,17q21.31,False,,8017
PAK4,10298,-0.012231203582260042,0.8345763885485937,19,39125728.0,39182816.0,19q13.2,False,33.433883,8018
NOX4,50507,-0.012243481299502035,0.8344127271499471,11,89321829.0,89498187.0,11q14.3,False,,8019
GRK3,157,-0.01224773127854717,0.8343560767895235,22,25564432.0,25729294.0,22q12.1,False,,8020
MARK4,57787,-0.01224773127854717,0.8343560767895235,19,45079288.0,45305284.0,19q13.32,False,39.387443,8021
TMEM59L,25789,-0.012253515972247664,0.8342789707287144,19,18607335.0,18621050.0,19p13.11,False,12.91549,8022
COTL1,23406,-0.012284564430272704,0.8338651428553777,16,84565596.0,84618136.0,16q24.1,False,,8023
CDC20B,166979,-0.012303689335976253,0.8336102602498234,5,55112971.0,55173177.0,5q11.2,False,,8024
MST1L,11223,-0.01231336984380138,0.8334812522269115,1,16757232.0,16764480.0,1p36.13,False,,8025
BEST4,266675,-0.012331786419664148,0.8332358346461175,1,44781836.0,44791550.0,1p34.1,False,,8026
DMPK,1760,-0.012344064136905919,0.833072231904965,19,45769709.0,45782794.0,19q13.32,False,40.077864,8027
NFKBID,84807,-0.01239270278597937,0.8324241840959321,19,35887129.0,35902303.0,19q13.12,False,30.195284,8028
NEK3,4752,-0.012401674963963716,0.832304653659853,13,52130733.0,52159855.0,13q14.3,False,,8029
STRIP1,85369,-0.012412063801629847,0.8321662548164972,1,110031577.0,110074641.0,1p13.3,False,,8030
TTI1,9675,-0.012453028877427164,0.8316205734990916,20,37983007.0,38033461.0,20q11.23,False,,8031
SPATA20,64847,-0.012482896785717346,0.8312227645103683,17,50543058.0,50558366.0,17q21.33,False,,8032
EXTL2,2135,-0.01253389653426007,0.8305436012203101,1,100871371.0,100896000.0,1p21.2,False,,8033
RBFOX3,146713,-0.012539681227960564,0.8304665744367214,17,79089345.0,79611317.0,17q25.3,False,,8034
KCNK15,60598,-0.01257875742418224,0.8299462931376222,20,44745785.0,44752677.0,20q13.12,False,,8035
CYP26A1,1592,-0.012582181018413019,0.8299007131103558,10,93073475.0,93077885.0,10q23.33,False,,8036
SYNC,81493,-0.012627868293149325,0.8292925100697376,1,32679412.0,32703596.0,1p35.1,False,,8037
ZNF74,7625,-0.012653840387314652,0.8289468069182684,22,20394115.0,20409406.0,22q11.21,False,,8038
MTA2,9219,-0.012654312607208729,0.8289405217112533,11,62593214.0,62601927.0,11q12.3,False,,8039
AXIN2,8313,-0.012683118020737627,0.8285571446966802,17,65528561.0,65562067.0,17q24.1,False,,8040
DEUP1,159989,-0.012691263813907616,0.8284487380690828,11,93329971.0,93438487.0,11q21,False,,8041
GOLT1A,127845,-0.012715819248391158,0.8281219667524857,1,204198157.0,204214121.0,1q32.1,False,,8042
POLH,5429,-0.012722312271932656,0.8280355658203551,6,43575537.0,43628361.0,6p21.1,False,,8043
SLC25A2,83884,-0.01273848580329906,0.8278203579554091,5,141302635.0,141304049.0,5q31.3,False,,8044
LRRC55,219527,-0.012743680222132348,0.82775124282861,11,57181747.0,57191717.0,11q12.1,False,,8045
AQP8,343,-0.012759381533604897,0.8275423347197266,16,25215731.0,25228936.0,16p12.1,False,,8046
METAP2,10988,-0.012769062041430246,0.8274135402797458,12,95473520.0,95515935.0,12q22,False,,8047
CHRM4,1132,-0.01280967295230706,0.826873282254766,11,46383589.0,46391990.0,11p11.2,False,,8048
CEP72,55722,-0.012835172826578534,0.826534092115339,5,612305.0,667703.0,5p15.33,False,,8049
ZFP69B,65243,-0.01285264496265337,0.8263017026422625,1,40450053.0,40464142.0,1p34.2,False,,8050
MSLNL,401827,-0.012872596253171276,0.8260363574982142,16,769428.0,782054.0,16p13.3,False,,8051
IQUB,154865,-0.012876728177243058,0.825981406831492,7,123452169.0,123535077.0,7q31.32,False,,8052
CDCP1,64866,-0.012885228135333548,0.8258683681267118,3,45082277.0,45146483.0,3p21.31,False,,8053
SRXN1,140809,-0.012918755747801436,0.8254225282738017,20,646614.0,653404.0,20p13,False,,8054
TNFAIP8L2,79626,-0.012923477946740647,0.8253597384248104,1,151156621.0,151160255.0,1q21.3,False,,8055
NPC1L1,29881,-0.012940950082815483,0.8251274256504759,7,44512442.0,44541330.0,7p13,False,,8056
SYDE1,85360,-0.01299383871093407,0.8244243015411141,19,15107296.0,15114988.0,19p13.12,False,9.415451,8057
ASXL1,171023,-0.013014616386266331,0.8241481125241159,20,32358266.0,32439319.0,20q11.21,False,,8058
BEGAIN,57596,-0.013016977485736048,0.8241167287784679,14,100537147.0,100587430.0,14q32.2,False,,8059
ESYT3,83850,-0.013071754993430273,0.823388704518411,3,138434570.0,138481686.0,3q22.3,False,,8060
LDHAL6A,160287,-0.013075886917502055,0.8233337950199057,11,18455823.0,18479601.0,11p15.1,False,,8061
FMNL1,752,-0.013116615883352223,0.822792590334551,17,45220736.0,45247319.0,17q21.31,False,,8062
HEPACAM2,253012,-0.013118268652980936,0.8227706301740894,7,93188444.0,93226559.0,7q21.2,False,,8063
ANKRD9,122416,-0.01313692133879063,0.8225228036549461,14,102501767.0,102509824.0,14q32.31,False,,8064
TIGIT,201633,-0.013212948741710973,0.8215128577666968,3,114276913.0,114310288.0,3q13.31,False,,8065
ANGPT4,51378,-0.013222038974668893,0.8213921230281112,20,869900.0,916335.0,20p13,False,,8066
H2BC5,3017,-0.013223219524403751,0.8213764435006349,6,26158122.0,26171349.0,6p22.2,False,,8067
ESPN,83715,-0.013225226458952966,0.8213497884668954,1,6424770.0,6461367.0,1p36.31,False,,8068
KIAA1958,158405,-0.013228059778316315,0.8213121581803808,9,112486827.0,112669397.0,9q32,False,,8069
ASIC2,40,-0.01326524709496213,0.8208182986204592,17,33013087.0,34174964.0,17q11.2,False,,8070
H2AZ1-DT,256880,-0.013265837369829558,0.8208104601490658,4,99950006.0,100195099.0,4q23,False,,8071
ADGRL4,64123,-0.013302198301661239,0.8203276446622565,1,78888173.0,79282124.0,1p31.1,False,,8072
MATR3,9782,-0.013305976060812519,0.820277485895322,5,139273752.0,139332518.0,5q31.2,False,,8073
DONSON,29980,-0.01336783686691545,0.819456240263803,21,33559542.0,33589015.0,21q22.11,False,,8074
XPC,7508,-0.013378697924475436,0.8193120724009415,3,14145145.0,14178767.0,3p25.1,False,,8075
